mp;mpomsch;x;y;gebied;gebiednaam;meetpunttypering;opmerking;krw_type_dawaco;adres;adres_afst;adres_pc;adres_straat;bbg_2015;bodem_code;bodem_grof;bodem_omsch;c12;c50;gemeente;internet;krw_type;landgebruik;lat;leg_breedte;leg_cat;leg_diepte;leg_talud_l;leg_talud_r;lgn2018;lgn2018_agg;lgn2018_perc;lgn2020;lgn2020_agg;lgn2020_perc;lgn2023;lgn2023_agg;lgn2023_perc;long;mp_type;mp_vervallen;ovw_code;ovw_naam;ovw_type;plaatsnaam;problemen;wl_code;wl_naam;wl_type;na
VEDP_277;Eendragtspolder 277 tussen onderwatereilanden;98139;446414;SCHIEL;Schieland;4;;M14;Rottekade 2b Zevenhuizen;340,4717;2761EA;Rottekade;Semi-bebouwd | Bouwterrein;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;3;Hennipsloot;Zuidplas;;M14;grote plassen;52,00318437;8,57;overig;0,40;1,0;1,0;;;;zoet water;water;64;zoet water;water;67;4,55912322;Vlakdekkend;;;;;Zevenhuizen;;NL39_26a;Eendragtspolder_roeibaan;M14;
VEDP_278;Eendragtspolder 278 plasdrasgebied;99103;445473;SCHIEL;Schieland;4;;-;Slingerkade 1 Zevenhuizen;26,0000;;Slingerkade;Water | Overig binnenwater;Mn45A;Klei;Kalkrijke poldervaaggronden;3;;Zuidplas;;;recreatie;51,99482514;191,64;overig;0,40;0,0;0,0;;;;zoet water;water;98;zoet water;water;98;4,57331433;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_279;Eendragtspolder 279 plasdrasgebied;99095;445228;SCHIEL;Schieland;4;;-;Slingerkade 1 Zevenhuizen;26,0000;;Slingerkade;Water | Overig binnenwater;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;3;;Zuidplas;;;recreatie;51,99262242;135,66;overig;0,40;4,0;4,0;;;;zoet water;water;80;zoet water;water;80;4,57323782;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_280;Eendragtspolder 280 plasdrasgebied;99027;444974;SCHIEL;Schieland;4;;-;Slingerkade 1 Zevenhuizen;26,0000;;Slingerkade;Water | Overig binnenwater;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;3;;Zuidplas;;;recreatie;51,99033276;97,39;overig;0,40;4,0;4,0;;;;zoet water;water;57;zoet water;water;57;4,57228933;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_901;Eendragtspolder oeverzone 1;99302;444911;SCHIEL;Schieland;4;;M14;Wilhelmina Voorwindenkade 39 Rotterdam;26,0000;3059ZB;Wilhelmina Voorwindenkade;Landbouw | Overig agrarisch gebruik;Mn45A;Klei;Kalkrijke poldervaaggronden;3;;Zuidplas;;M14;recreatie;51,98979421;16,72;overig;0,40;4,0;4,0;;;;agrarisch gras;agrarisch gras;59;agrarisch gras;agrarisch gras;61;4,57630292;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_902;Eendragtspolder oeverzone 2;100106;445284;SCHIEL;Schieland;4;;M14;Neeltje Breedveldkade 17 Rotterdam;26,0000;3059SR;Neeltje Breedveldkade;Water | Overig binnenwater;pMo80l;Klei;Tochteerdgronden;3;;Zuidplas;;M14;recreatie;51,99322660;18,52;overig;0,40;4,0;4,0;;;;agrarisch gras;agrarisch gras;63;agrarisch gras;agrarisch gras;66;4,58794742;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_903;Eendragtspolder oeverzone 3;99550;445544;SCHIEL;Schieland;4;;M14;Neeltje Breedveldkade 35 Rotterdam;631,0339;3059SR;Neeltje Breedveldkade;Landbouw | Overig agrarisch gebruik;Mn45A;Klei;Kalkrijke poldervaaggronden;3;;Zuidplas;;M14;recreatie;51,99550808;16,28;overig;0,40;4,0;4,0;;;;agrarisch gras;agrarisch gras;73;agrarisch gras;agrarisch gras;75;4,57981077;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_904;Eendragtspolder oeverzone 4;99166;445351;SCHIEL;Schieland;4;;M14;Slingerkade 1 Zevenhuizen;26,0000;;Slingerkade;Landbouw | Overig agrarisch gebruik;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;3;;Zuidplas;;M14;recreatie;51,99373501;191,64;overig;0,40;0,0;0,0;;;;zoet water;water;60;zoet water;water;60;4,57425143;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_905;Eendragtspolder oeverzone 5;98942;445274;SCHIEL;Schieland;4;;M14;Slingerkade 1 Zevenhuizen;26,0000;;Slingerkade;Water | Overig binnenwater;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;3;;Zuidplas;;M14;recreatie;51,99302041;31,30;overig;0,40;4,0;4,0;;;;gras in primair bebouwd gebied;stedelijk;35;agrarisch gras;agrarisch gras;71;4,57100287;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_906;Eendragtspolder oeverzone 6;98903;444963;SCHIEL;Schieland;4;;M14;Slingerkade 1 Zevenhuizen;26,0000;;Slingerkade;Water | Overig binnenwater;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;3;;Zuidplas;;M14;recreatie;51,99022138;97,39;overig;0,40;4,0;4,0;;;;zoet water;water;44;agrarisch gras;agrarisch gras;56;4,57048599;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_907;Eendragtspolder oeverzone 7;99459;445750;SCHIEL;Schieland;4;;M14;Zuideinde 14a Zevenhuizen;26,0000;2761DA;Zuideinde;Water | Overig binnenwater;Mn45A;Klei;Kalkrijke poldervaaggronden;3;;Zuidplas;;M14;recreatie;51,99735039;16,26;overig;0,40;4,0;4,0;;;;agrarisch gras;agrarisch gras;60;agrarisch gras;agrarisch gras;62;4,57845248;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_908;eendragtspolder oeverzone 8;99860;445925;SCHIEL;Schieland;4;;M14;Zuideinde 14a Zevenhuizen;26,0000;2761DA;Zuideinde;Water | Overig binnenwater;pMn86C;Klei;Kalkarme leek-/woudeerdgronden;3;;Zuidplas;;M14;recreatie;51,99896317;16,26;overig;0,40;4,0;4,0;;;;overige moeras vegetatie;overig;43;overige moeras vegetatie;overig;43;4,58426285;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_909;Eendragtspolder oeverzone 9;99309;445451;SCHIEL;Schieland;4;;M14;Slingerkade 1 Zevenhuizen;26,0000;;Slingerkade;Water | Overig binnenwater;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;3;;Zuidplas;;M14;recreatie;51,99464812;16,75;overig;0,40;4,0;4,0;;;;agrarisch gras;agrarisch gras;50;agrarisch gras;agrarisch gras;51;4,57631708;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_910;Eendragtspolder oeverzone 10;99700;445628;SCHIEL;Schieland;4;;M14;Zuideinde 14a Zevenhuizen;26,0000;2761DA;Zuideinde;Water | Overig binnenwater;Mn25A;Klei;Kalkrijke poldervaaggronden;;;Zuidplas;;M14;recreatie;51,99627798;16,28;overig;0,40;4,0;4,0;;;;agrarisch gras;agrarisch gras;72;agrarisch gras;agrarisch gras;77;4,58198111;Vlakdekkend;;;;;Zevenhuizen;;NL39_OV;Overig water;;
VEDP_911;Eendragtspolder oeverzone 11;98064;446514;SCHIEL;Schieland;4;;M14;Tweemanspolder 12 Zevenhuizen;26,0000;2761ED;Tweemanspolder;Water | Overig binnenwater;pMo80;Klei;Tochteerdgronden;3;Hennipsloot;Zuidplas;;M14;grote plassen;52,00407542;34,85;overig;0,40;3,0;3,0;;;;zoet water;water;52;zoet water;water;54;4,55801446;Vlakdekkend;;;;;Zevenhuizen;;NL39_26a;Eendragtspolder_roeibaan;M14;
VEDP_912;Eendragtspolder oeverzone 12;98232;446200;SCHIEL;Schieland;4;;M14;Rottekade 3 Zevenhuizen;348,4652;2761EA;Rottekade;Water | Overig binnenwater;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;3;;Zuidplas;;M14;grote plassen;52,00127059;9,63;overig;0,40;3,0;3,0;;;;zoet water;water;57;zoet water;water;59;4,56051293;Vlakdekkend;;;;;Zevenhuizen;;NL39_26a;Eendragtspolder_roeibaan;M14;
VEDP_913;Eendragtspolder oeverzone 13;98238;446000;SCHIEL;Schieland;4;;M14;Rottekade 3a6 Zevenhuizen;26,0000;;Rottekade;Water | Overig binnenwater;pMo80;Klei;Tochteerdgronden;3;;Zuidplas;;M14;grote plassen;51,99947372;156,98;overig;0,40;6,0;6,0;;;;zoet water;water;63;zoet water;water;65;4,56063343;Vlakdekkend;;;;;Zevenhuizen;;NL39_26a;Eendragtspolder_roeibaan;M14;
VEDP_914;Eendragtspolder oeverzone 14;98108;445800;SCHIEL;Schieland;4;;M14;Rottekade 3a6 Zevenhuizen;26,0000;;Rottekade;Water | Overig binnenwater;pMo80;Klei;Tochteerdgronden;3;Rotte;Zuidplas;;M14;grote plassen;51,99766294;34,85;overig;0,40;3,0;3,0;;;;zoet water;water;39;agrarisch gras;agrarisch gras;49;4,55877377;Vlakdekkend;;;;;Zevenhuizen;;NL39_26a;Eendragtspolder_roeibaan;M14;
VEDP_915;Eendragtspolder oeverzone 15;97821;445460;SCHIEL;Schieland;4;;M14;Rottekade 3a8 Zevenhuizen;26,0000;;Rottekade;Water | Overig binnenwater;pMo80;Klei;Tochteerdgronden;3;Rotte;Zuidplas;;M14;grote plassen;51,99457774;34,85;overig;0,40;3,0;3,0;;;;zoet water;water;55;zoet water;water;56;4,55465179;Vlakdekkend;;;;;Zevenhuizen;;NL39_26a;Eendragtspolder_roeibaan;M14;
VEDP_916;Eendragtspolder oeverzone 16;98085;444784;SCHIEL;Schieland;4;;M14;Hendrikseiland 37 Zevenhuizen;26,0000;2761EJ;Hendrikseiland;Water | Overig binnenwater;Mo80A;Klei;Kalkrijke nesvaaggronden;3;;Zuidplas;;M14;grote plassen;51,98852939;32,74;overig;0,40;3,0;3,0;;;;zoet water;water;49;zoet water;water;52;4,55860762;Vlakdekkend;;;;;Zevenhuizen;;NL39_26a;Eendragtspolder_roeibaan;M14;
VEDP_917;Eendragtspolder oeverzone 17;98479;445905;SCHIEL;Schieland;4;;M14;Rottekade 3a6 Zevenhuizen;26,0000;;Rottekade;Water | Overig binnenwater;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;3;;Zuidplas;;M14;grote plassen;51,99864451;70,17;overig;0,40;3,0;3,0;;;;zoet water;water;68;zoet water;water;68;4,56415821;Vlakdekkend;;;;;Zevenhuizen;;NL39_26a;Eendragtspolder_roeibaan;M14;
VEDP_918;Eendragtspolder oeverzone 18;98562;445312;SCHIEL;Schieland;4;;M14;Slingerkade 1 Zevenhuizen;26,0000;;Slingerkade;Water | Overig binnenwater;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;;;Zuidplas;;M14;grote plassen;51,99332343;30,27;overig;0,40;3,0;3,0;;;;zoet water;water;62;zoet water;water;65;4,56546438;Vlakdekkend;;;;;Zevenhuizen;;NL39_26a;Eendragtspolder_roeibaan;M14;
VEDP_919;Eendragtspolder oeverzone 19;98355;444900;SCHIEL;Schieland;4;;M14;Hendrikseiland 49 Zevenhuizen;26,0000;2761EJ;Hendrikseiland;Water | Overig binnenwater;pMn85A;Klei;Kalkrijke leek-/woudeerdgronden;3;;Zuidplas;;M14;grote plassen;51,98959954;32,74;overig;0,40;3,0;3,0;;;;zoet water;water;48;zoet water;water;50;4,56251885;Vlakdekkend;;;;;Zevenhuizen;;NL39_26a;Eendragtspolder_roeibaan;M14;
VKBLOK_001;Kattendijksblok 1;105268;442238;KRIWA;Krimpenerwaard;4;;M08;Schaapjeszijde 2a Ouderkerk aan den IJssel;211,5679;2935CK;Schaapjeszijde;Hoofdweg | Hoofdweg;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;M8;grasland - natuur;51,96633681;4,79;overig;0,50;1,0;1,0;;;;agrarisch gras;agrarisch gras;91;agrarisch gras;agrarisch gras;77;4,66354170;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Ouderkerk aan den IJssel;;NL39_OV;Overig water;;
VKBLOK_002;Kattendijksblok 2;105092;442513;KRIWA;Krimpenerwaard;4;;M08;Schaapjeszijde 2 Ouderkerk aan den IJssel;426,8126;2935CK;Schaapjeszijde;Landbouw | Overig agrarisch gebruik;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;M8;grasland - natuur;51,96879262;6,47;overig;0,50;1,0;1,0;;;;agrarisch gras;agrarisch gras;94;agrarisch gras;agrarisch gras;81;4,66094089;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
VKBLOK_003;Kattendijksblok 3;104913;442700;KRIWA;Krimpenerwaard;4;;M08;Schaapjeszijde 2 Ouderkerk aan den IJssel;208,1177;2935CK;Schaapjeszijde;Landbouw | Overig agrarisch gebruik;Mv61C;Klei;Kalkarme drechtvaaggronden;;;Krimpenerwaard;;M8;grasland - natuur;51,97045719;3,18;overig;0,50;1,0;1,0;;;;agrarisch gras;agrarisch gras;97;agrarisch gras;agrarisch gras;84;4,65830899;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
VKBLOK_004;Kattendijksblok 4;104785;442855;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 167 Gouderak;81,7435;2831AD;Kattendijk;Landbouw | Overig agrarisch gebruik;Mv61C/Mn86C;Klei;Kalkarme drechtvaaggronden;;;Krimpenerwaard;;M8;grasland - natuur;51,97183871;3,20;overig;0,50;1,0;1,0;;;;agrarisch gras;agrarisch gras;71;agrarisch gras;agrarisch gras;63;4,65642372;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
VKBLOK_005;Kattendijksblok 5;105121;442692;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 167 Gouderak;406,4000;2831AD;Kattendijk;Water | Overig binnenwater;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;M8;grasland - natuur;51,97040400;9,96;overig;0,50;1,0;1,0;;;;agrarisch gras;agrarisch gras;75;agrarisch gras;agrarisch gras;77;4,66133685;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
VKBLOK_006;Kattendijksblok 6;105385;442502;KRIWA;Krimpenerwaard;4;;M10;Schaapjeszijde 2a Ouderkerk aan den IJssel;419,8690;2935CK;Schaapjeszijde;Landbouw | Overig agrarisch gebruik;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;M10;grasland - natuur;51,96872000;11,84;primair;1,00;0,4;0,4;;;;agrarisch gras;agrarisch gras;69;agrarisch gras;agrarisch gras;75;4,66520590;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
VKBLOK_007;Kattendijksblok 7;104993;442827;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 165 Gouderak;224,0853;2831AD;Kattendijk;Landbouw | Overig agrarisch gebruik;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;M8;grasland - natuur;51,97160582;4,59;overig;0,50;1,0;1,0;;;;agrarisch gras;agrarisch gras;80;agrarisch gras;agrarisch gras;84;4,65945459;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
VKBLOK_008;Kattendijksblok 8;105540;442223;KRIWA;Krimpenerwaard;4;;M08;Schaapjeszijde 2a Ouderkerk aan den IJssel;189,6944;2935CK;Schaapjeszijde;Hoofdweg | Hoofdweg;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,96622628;6,70;primair;1,00;0,5;0,5;;;;agrarisch gras;agrarisch gras;79;agrarisch gras;agrarisch gras;72;4,66750150;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_009;Kattendijksblok 9;105033;443010;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 165 Gouderak;239,4895;2831AD;Kattendijk;Landbouw | Overig agrarisch gebruik;Mv61C;Klei;Kalkarme drechtvaaggronden;;;Krimpenerwaard;;M8;grasland - natuur;51,97325415;3,45;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;51;agrarisch gras;agrarisch gras;86;4,66001001;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
VKBLOK_010;Kattendijksblok 10;105350;443139;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 121 Gouderak;269,3949;2831AC;Kattendijk;Landbouw | Overig agrarisch gebruik;Mv61C;Klei;Kalkarme drechtvaaggronden;;;Krimpenerwaard;;M8;grasland - natuur;51,97444198;4,07;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;91;agrarisch gras;agrarisch gras;83;4,66460444;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
VKBLOK_011;Kattendijksblok 11;105917;442660;KRIWA;Krimpenerwaard;4;;M08;Schaapjeszijde 2a Ouderkerk aan den IJssel;766,7815;2935CK;Schaapjeszijde;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,97018730;7,00;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;100;agrarisch gras;agrarisch gras;84;4,67292438;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_012;Kattendijksblok 12;105963;442513;KRIWA;Krimpenerwaard;4;;M08;Schaapjeszijde 2a Ouderkerk aan den IJssel;698,9284;2935CK;Schaapjeszijde;Hoofdweg | Hoofdweg;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,96887018;9,77;primair;1,00;0,3;0,3;;;;natuurgraslanden;natuurgraslanden;84;agrarisch gras;agrarisch gras;71;4,67361475;Vlakdekkend;;;;;Gouderak;;NL39_29;Natuurgebied Midden;M8;
VKBLOK_013;Kattendijksblok 13;105610;442550;KRIWA;Krimpenerwaard;4;;M08;Schaapjeszijde 2a Ouderkerk aan den IJssel;507,2405;2935CK;Schaapjeszijde;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,96917145;6,78;overig;0,50;1,0;1,0;;;;agrarisch gras;agrarisch gras;49;agrarisch gras;agrarisch gras;78;4,66847294;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_014;Kattendijksblok 14;105750;442145;KRIWA;Krimpenerwaard;4;;M08;Schaapjeszijde 2a Ouderkerk aan den IJssel;343,6393;2935CK;Schaapjeszijde;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,96554390;3,50;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;67;agrarisch gras;agrarisch gras;82;4,67056821;Vlakdekkend;;;;;Gouderak;;NL39_29;Natuurgebied Midden;M8;
VKBLOK_015;Kattendijksblok 15;105353;443077;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 121 Gouderak;26,0000;2831AC;Kattendijk;Landbouw | Overig agrarisch gebruik;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;M8;grasland - natuur;51,97388501;3,74;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;90;agrarisch gras;agrarisch gras;76;4,66465707;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
VKBLOK_016;Kattendijksblok 16;105627;442766;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 97 Gouderak;26,0000;2831AB;Kattendijk;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,97111429;5,82;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;83;agrarisch gras;agrarisch gras;80;4,66868923;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_017;Kattendijksblok 17;105791;442642;KRIWA;Krimpenerwaard;4;;-;Schaapjeszijde 2a Ouderkerk aan den IJssel;675,3680;2935CK;Schaapjeszijde;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;;grasland - natuur;51,97001438;3,03;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;91;agrarisch gras;agrarisch gras;80;4,67109349;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_018;Kattendijksblok 18;106527;443155;KRIWA;Krimpenerwaard;4;;M10;Boezemsingel 92 Gouderak;26,0000;2831XS;Boezemsingel;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M10;grasland - natuur;51,97468974;6,10;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;38;agrarisch gras;agrarisch gras;40;4,68173080;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_019;Kattendijksblok 19;106127;443391;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 75 Gouderak;26,0000;2831AB;Kattendijk;Landbouw | Overig agrarisch gebruik;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;M8;grasland - natuur;51,97677576;6,60;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;64;agrarisch gras;agrarisch gras;54;4,67587603;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
VKBLOK_020;Kattendijksblok 20;106254;443231;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 75 Gouderak;26,0000;2831AB;Kattendijk;Water | Overig binnenwater;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,97534891;6,56;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;72;agrarisch gras;agrarisch gras;64;4,67774707;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_021;Kattendijksblok 21;106369;442991;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 75 Gouderak;842,0349;2831AB;Kattendijk;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,97320196;4,45;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;84;agrarisch gras;agrarisch gras;73;4,67945469;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_022;Kattendijksblok 22;106574;443317;KRIWA;Krimpenerwaard;4;;M08;Boezemsingel 92 Gouderak;624,8663;2831XS;Boezemsingel;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,97614983;6,41;overig;0,50;1,0;1,0;;;;agrarisch gras;agrarisch gras;74;agrarisch gras;agrarisch gras;73;4,68239191;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_023;Kattendijksblok 23;106588;443144;KRIWA;Krimpenerwaard;4;;M10;Boezemsingel 92 Gouderak;26,0000;2831XS;Boezemsingel;Water | Overig binnenwater;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M10;grasland - natuur;51,97459619;10,39;primair;1,00;0,3;0,3;;;;agrarisch gras;agrarisch gras;50;agrarisch gras;agrarisch gras;56;4,68262007;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_024;Kattendijksblok 24;105976;443058;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 85 Gouderak;546,3744;2831AB;Kattendijk;Landbouw | Overig agrarisch gebruik;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;M8;grasland - natuur;51,97376958;7,09;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;88;agrarisch gras;agrarisch gras;84;4,67372604;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
VKBLOK_025;Kattendijksblok 25;105850;443130;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 85 Gouderak;26,0000;2831AB;Kattendijk;Landbouw | Overig agrarisch gebruik;pMv81;Klei;Liedeerdgronden;;;Krimpenerwaard;;M8;grasland - natuur;51,97440556;5,56;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;92;agrarisch gras;agrarisch gras;85;4,67188210;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M1a;Gouderak;;NL39_OV;Overig water;;
VKBLOK_026;Kattendijksblok 26;106135;442803;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 85 Gouderak;846,7236;2831AB;Kattendijk;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,97149175;6,21;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;99;agrarisch gras;agrarisch gras;81;4,67607621;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_027;Kattendijksblok 27;105951;442777;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 97 Gouderak;783,8073;2831AB;Kattendijk;Landbouw | Overig agrarisch gebruik;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,97124185;3,52;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;100;agrarisch gras;agrarisch gras;87;4,67340240;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_028;Kattendijksblok 28;105878;442866;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 97 Gouderak;670,3939;2831AB;Kattendijk;Landbouw | Overig agrarisch gebruik;pVb;Veen;Weideveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,97203530;3,41;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;100;agrarisch gras;agrarisch gras;88;4,67232738;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
VKBLOK_029;Kattendijksblok 29;106322;442965;KRIWA;Krimpenerwaard;4;;M08;Kattendijk 75 Gouderak;26,0000;2831AB;Kattendijk;Landbouw | Overig agrarisch gebruik;hVb;Veen;Koopveengronden op bosveen (of eutroof broekveen);;;Krimpenerwaard;;M8;grasland - natuur;51,97296416;3,24;overig;0,50;1,0;1,0;;;;natuurgraslanden;natuurgraslanden;90;agrarisch gras;agrarisch gras;78;4,67877442;Vlakdekkend;;NL39_DOW_5;Natuurgebied;M8;Gouderak;;NL39_OV;Overig water;;
